193	358
0	1	1	1.0
0	2	0	1.0
0	11	0	1.0
1	79	1	1.0
1	103	1	1.0
1	161	1	1.0
1	165	1	1.0
1	8	0	1.0
1	11	0	1.0
1	57	0	1.0
2	6	1	1.0
2	57	1	1.0
2	86	1	1.0
2	87	1	1.0
2	172	1	1.0
2	177	1	1.0
2	178	1	1.0
2	170	0	1.0
3	4	1	1.0
3	7	1	1.0
3	5	0	1.0
4	8	1	1.0
4	5	0	1.0
5	13	1	1.0
5	182	1	1.0
5	8	0	1.0
5	160	0	1.0
6	12	1	1.0
7	89	1	1.0
7	114	1	1.0
7	164	1	1.0
7	172	1	1.0
7	177	1	1.0
7	61	0	1.0
7	165	0	1.0
8	9	1	1.0
8	10	1	1.0
8	14	0	1.0
11	146	1	1.0
12	17	1	1.0
12	18	1	1.0
12	19	1	1.0
13	59	1	1.0
13	125	1	1.0
13	182	1	1.0
14	47	1	1.0
14	51	1	1.0
14	59	1	1.0
14	170	1	1.0
14	15	0	1.0
14	36	0	1.0
14	50	0	1.0
15	28	1	1.0
15	42	1	1.0
15	43	1	1.0
15	86	1	1.0
15	177	1	1.0
16	47	1	1.0
17	18	1	1.0
18	57	1	1.0
20	21	1	1.0
20	22	1	1.0
20	58	1	1.0
20	119	1	1.0
20	120	1	1.0
20	121	1	1.0
20	122	1	1.0
20	123	1	1.0
20	111	0	1.0
21	37	1	1.0
21	100	1	1.0
22	33	1	1.0
22	34	1	1.0
22	37	1	1.0
23	24	1	1.0
23	25	1	1.0
23	26	1	1.0
23	27	1	1.0
23	28	1	1.0
23	29	1	1.0
23	30	1	1.0
23	31	1	1.0
23	32	1	1.0
23	36	1	1.0
23	41	1	1.0
23	37	0	1.0
24	36	1	1.0
24	78	1	1.0
28	108	1	1.0
28	51	0	1.0
29	36	1	1.0
30	108	1	1.0
31	115	1	1.0
32	36	1	1.0
32	42	1	1.0
32	57	1	1.0
32	115	1	1.0
32	154	1	1.0
33	54	1	1.0
33	59	1	1.0
33	100	1	1.0
33	101	1	1.0
33	78	0	1.0
33	89	0	1.0
33	97	0	1.0
33	102	0	1.0
35	79	1	1.0
36	86	1	1.0
36	169	0	1.0
37	38	1	1.0
37	39	1	1.0
37	40	1	1.0
37	41	0	1.0
