66991	808524
0	8	1	1.0
0	11	1	1.0
0	15	1	1.0
0	21	1	1.0
0	26	1	1.0
0	29	1	1.0
0	30	1	1.0
0	298	1	1.0
0	3	0	1.0
0	6	0	1.0
0	12	0	1.0
0	14	0	1.0
0	20	0	1.0
0	24	0	1.0
0	25	0	1.0
0	28	0	1.0
0	31	0	1.0
0	296	0	1.0
0	297	0	1.0
1	7	1	1.0
1	23	1	1.0
1	304	1	1.0
1	306	1	1.0
1	328	1	1.0
1	2322	1	1.0
1	2336	1	1.0
1	2581	1	1.0
1	309	0	1.0
1	310	0	1.0
1	2412	0	1.0
1	2577	0	1.0
1	2578	0	1.0
1	2579	0	1.0
1	2580	0	1.0
1	2582	0	1.0
1	2584	0	1.0
1	3390	0	1.0
2	4	1	1.0
2	7	1	1.0
2	17	1	1.0
2	23	1	1.0
2	36	1	1.0
2	39	1	1.0
2	64	1	1.0
2	67	1	1.0
2	69	1	1.0
2	76	1	1.0
2	221	1	1.0
2	293	1	1.0
2	294	1	1.0
2	299	1	1.0
2	304	1	1.0
2	305	1	1.0
2	306	1	1.0
2	334	1	1.0
2	336	1	1.0
2	338	1	1.0
2	341	1	1.0
2	388	1	1.0
2	391	1	1.0
2	397	1	1.0
2	411	1	1.0
2	429	1	1.0
2	430	1	1.0
2	431	1	1.0
2	444	1	1.0
2	448	1	1.0
2	528	1	1.0
2	529	1	1.0
2	540	1	1.0
2	541	1	1.0
2	575	1	1.0
2	580	1	1.0
2	658	1	1.0
2	862	1	1.0
2	863	1	1.0
2	865	1	1.0
2	867	1	1.0
2	1025	1	1.0
2	1026	1	1.0
2	1027	1	1.0
2	1029	1	1.0
2	1050	1	1.0
2	1061	1	1.0
2	1068	1	1.0
2	1089	1	1.0
2	1102	1	1.0
2	1165	1	1.0
2	1186	1	1.0
2	1187	1	1.0
2	1194	1	1.0
2	1300	1	1.0
2	1308	1	1.0
2	1347	1	1.0
2	1617	1	1.0
2	1625	1	1.0
2	1700	1	1.0
2	1710	1	1.0
2	1717	1	1.0
2	1876	1	1.0
2	1971	1	1.0
2	2087	1	1.0
2	2097	1	1.0
2	2109	1	1.0
2	2112	1	1.0
2	2153	1	1.0
2	2323	1	1.0
2	2328	1	1.0
2	2347	1	1.0
2	2398	1	1.0
2	2432	1	1.0
2	2444	1	1.0
2	2449	1	1.0
2	2450	1	1.0
2	2493	1	1.0
2	2499	1	1.0
2	2611	1	1.0
2	2720	1	1.0
2	2820	1	1.0
2	3083	1	1.0
2	3259	1	1.0
2	3261	1	1.0
2	3262	1	1.0
2	3395	1	1.0
2	3400	1	1.0
2	3402	1	1.0
2	3404	1	1.0
2	3406	1	1.0
2	3408	1	1.0
2	3416	1	1.0
2	3419	1	1.0
2	3422	1	1.0
2	3480	1	1.0
2	3548	1	1.0
2	3640	1	1.0
2	3657	1	1.0
2	4041	1	1.0
2	4253	1	1.0
2	4260	1	1.0
2	4263	1	1.0
2	4266	1	1.0
2	4267	1	1.0
2	4268	1	1.0
2	4269	1	1.0
2	4270	1	1.0
2	4271	1	1.0
2	4272	1	1.0
2	4273	1	1.0
2	4274	1	1.0
2	4275	1	1.0
2	4276	1	1.0
2	4277	1	1.0
2	4278	1	1.0
2	4279	1	1.0
2	4280	1	1.0
2	4281	1	1.0
2	4282	1	1.0
2	4283	1	1.0
2	4284	1	1.0
2	4285	1	1.0
2	4286	1	1.0
2	4287	1	1.0
2	4288	1	1.0
2	4289	1	1.0
2	4290	1	1.0
2	4421	1	1.0
2	4453	1	1.0
2	4455	1	1.0
2	4456	1	1.0
2	4511	1	1.0
2	4705	1	1.0
2	4726	1	1.0
2	5168	1	1.0
2	5211	1	1.0
2	5213	1	1.0
2	5239	1	1.0
2	5243	1	1.0
2	5260	1	1.0
2	5303	1	1.0
2	5362	1	1.0
2	5425	1	1.0
2	5431	1	1.0
2	5459	1	1.0
2	5545	1	1.0
2	5550	1	1.0
2	5575	1	1.0
2	5600	1	1.0
2	5619	1	1.0
2	5653	1	1.0
2	5656	1	1.0
2	5657	1	1.0
2	5658	1	1.0
2	5659	1	1.0
2	5660	1	1.0
2	5661	1	1.0
2	5662	1	1.0
2	5663	1	1.0
2	5664	1	1.0
2	5665	1	1.0
2	5666	1	1.0
2	5667	1	1.0
2	5668	1	1.0
2	5669	1	1.0
2	5670	1	1.0
2	5752	1	1.0
2	5753	1	1.0
2	5762	1	1.0
2	6006	1	1.0
2	6033	1	1.0
2	6036	1	1.0
2	6044	1	1.0
2	6049	1	1.0
2	6050	1	1.0
2	6169	1	1.0
2	6259	1	1.0
2	6268	1	1.0
2	6278	1	1.0
2	6303	1	1.0
2	6304	1	1.0
2	6308	1	1.0
2	6423	1	1.0
2	6424	1	1.0
2	6425	1	1.0
2	6426	1	1.0
2	6427	1	1.0
2	6428	1	1.0
2	6429	1	1.0
2	6430	1	1.0
2	6431	1	1.0
2	6432	1	1.0
2	6433	1	1.0
2	6434	1	1.0
2	6435	1	1.0
2	6436	1	1.0
2	6437	1	1.0
2	6438	1	1.0
2	6439	1	1.0
2	6440	1	1.0
2	6441	1	1.0
2	6442	1	1.0
2	6443	1	1.0
2	6448	1	1.0
2	6463	1	1.0
2	6468	1	1.0
2	6469	1	1.0
2	6470	1	1.0
2	6471	1	1.0
2	6473	1	1.0
2	6706	1	1.0
2	6709	1	1.0
2	6722	1	1.0
2	6733	1	1.0
2	6871	1	1.0
2	6879	1	1.0
2	6880	1	1.0
2	6881	1	1.0
2	6882	1	1.0
2	6883	1	1.0
2	6885	1	1.0
2	6888	1	1.0
2	7042	1	1.0
2	7083	1	1.0
2	7147	1	1.0
2	7148	1	1.0
2	7149	1	1.0
2	7150	1	1.0
2	7151	1	1.0
2	7152	1	1.0
2	7153	1	1.0
2	7199	1	1.0
2	7253	1	1.0
2	7254	1	1.0
2	7255	1	1.0
2	7281	1	1.0
2	7402	1	1.0
2	7541	1	1.0
2	7542	1	1.0
2	7668	1	1.0
2	7672	1	1.0
2	7675	1	1.0
2	7679	1	1.0
2	7681	1	1.0
2	7682	1	1.0
2	7684	1	1.0
2	7686	1	1.0
2	7687	1	1.0
2	7688	1	1.0
2	7689	1	1.0
2	7690	1	1.0
2	7691	1	1.0
2	7692	1	1.0
2	7693	1	1.0
2	7694	1	1.0
2	7695	1	1.0
2	7696	1	1.0
2	7697	1	1.0
2	7698	1	1.0
2	7699	1	1.0
2	7700	1	1.0
2	7701	1	1.0
2	7702	1	1.0
2	7703	1	1.0
2	7704	1	1.0
2	7705	1	1.0
2	7706	1	1.0
2	7707	1	1.0
2	7708	1	1.0
2	7709	1	1.0
2	7710	1	1.0
2	7711	1	1.0
2	7712	1	1.0
2	7713	1	1.0
2	7714	1	1.0
2	7715	1	1.0
2	7716	1	1.0
2	7717	1	1.0
2	7718	1	1.0
2	7719	1	1.0
2	7721	1	1.0
2	7724	1	1.0
2	7726	1	1.0
2	7728	1	1.0
2	7730	1	1.0
2	7731	1	1.0
2	7734	1	1.0
2	7735	1	1.0
2	7736	1	1.0
2	7737	1	1.0
2	7738	1	1.0
2	7739	1	1.0
2	7740	1	1.0
2	7742	1	1.0
2	7743	1	1.0
2	7744	1	1.0
2	7745	1	1.0
2	7746	1	1.0
2	7747	1	1.0
2	7748	1	1.0
2	7749	1	1.0
2	7750	1	1.0
2	7751	1	1.0
2	7753	1	1.0
2	7757	1	1.0
2	7758	1	1.0
2	7759	1	1.0
2	7760	1	1.0
2	7761	1	1.0
2	7762	1	1.0
2	7763	1	1.0
2	7764	1	1.0
2	7767	1	1.0
2	7768	1	1.0
2	7769	1	1.0
2	7771	1	1.0
2	7773	1	1.0
